Event 1
11, 12.9911, 1.08611e-05, 69.0665, 5.18319, 3864.5125, Stave00, 2, 1
-11, 12.896, 4.76687e-06, 80.8288, -0.72616, 3864.5125, Stave00, 1, 2679

